author;date;text;rating;source;brand;sentiment
Олег;27.09.2022;"Вроде отличная компания.
Но...
1. Не предупредили что даже если не пользуешься картами за каждую надо платить обслуживание ??
2. Ооочень долго решаеюбися вопросы
3. С 26 сентября не работает НИЧЕГО!! Уже почти СУТКИ. Да вы что ??? 21 век.";1;yandex;ppr;neg
Елена Ташланова;17.05.2022;Если вы хотите чтоб вас подвели в самый важный момент в работе, то это к ППР «! Раньше хорошо работали, но сейчас с данной компанией невозможно. Дорого, долго, нет возможности общение с менеджером. Отношение к своим клиентам ужасные!!!! Учитывая что я считаемся крупным клиентом для компании. Очень жаль, но будем искать другого партнёра.;1;yandex;ppr;neg
Максим;28.10.2021;"Отличная, уверенная компания!!!
Работаем как юр. лицо и всегда уверены в ППР!
Наш менеджер Анна Галушкина, грамотный специалист и знаток своего дела!!!
Процветания и успехов этой команде!!!";5;yandex;ppr;pos
Саша Колкин;24.05.2023;Ничего хорошего от компании ППР не ждите. Дешёвый сыр. При заправке вам выставят цену топлива на порядок выше, чем цена указанная на бензоколонке. Т.е ваши якобы сэкономленные 20% ндс в отчёте с налоговой ложатся плюсом стоимости топлива от ППР. Добавьте стоимость обслуживания карты ППР. Итог никакой выгоды, компания иждивенец.;1;yandex;ppr;neg
Е;30.08.2023;Спасибо ППР, за длогосрочное сотрудничество. Нам все нравится.;5;yandex;ppr;pos
Виктор;27.10.2021;Довольно давно сотрудничаем с этой компанией. удобная сеть заправок. зачисление денежных средств на расчётный счёт происходит быстро. Удобный мониторинг штрафов в личном кабинете. наш персональный менеджер Болдырева Мария быстро четко оперативно решает все вопросы. Транзакции в личном кабинете можно увидеть практически онлайн. Побольше скидок для клиентов хотелось бы видеть. Успехов Вам и процветания!;5;yandex;ppr;pos
Taras Podobedov;04.12.2021;Работаем с ППР не так давно, около полугода, но уже успел оценить удобство работы с ними. Кроме того, что это просто удобно, платить одному контрагенту, а заправляться на любой заправке, часто еще со скидкой, так еще и очень доброжелательный менеджер Татьяна Ковтун готова решать наши проблемы в любое время, в том числе и в 19:45 в пятницу!).;5;yandex;ppr;pos
Mikulishna;24.11.2021;Работаем с ППР уже не первый год. Очень радуют условия сотрудничества, а именно удобный личный кабинет, быстрое зачисление денежных средств, практически бесперебойная работа топливных карт. Наш менеджер Юлия всегда оперативно помогает в любых вопросах. Недавно согласовала нам отсрочку, что очень помогает нам в работе.;5;yandex;ppr;pos
Максим Марчук;03.05.2022;"Пользывался два года, все устраивало. С января 2022 года подняли в ""тихую"" цены (к цене на азс прибавляли 1.5р на литр), после обращения с расторжением договора предложили пересмотреть условия обслуживания. Больше с ними сотрудничать не буду. Расторжение договора ещё та процедура. НЕ РЕКОМЕНДУЮ!!!";1;yandex;ppr;neg
М;27.11.2021;Рекомендую данную компанию за отличный подход к клиентам. Менеджер Олеся подробно объяснила как пользоваться личным кабинетом, а также дополнительными сервисами. Очень привлекает, что у компании широкая сеть азс!;5;yandex;ppr;pos
КТО Самара;26.10.2021;"Отличная компания! Быстро зачисляются денежные средства на лицевой счет. Удобный в использовании личный кабинет. Большой плюс возможность овердрафта. Хочется отметить работу персонального менеджера, Галушкину Анну отдельное
Спасибо! Работаем с 2019г. Менеджер всегда на связи.";5;yandex;ppr;pos
Артём Чернейкин;18.06.2022;Не советую работать с этой компанией.Топливо в три дорого. Никакой поддержки. А когда захотите расторгнуть договор будет трешовый квест. Средства блокируют и начинают водить хоровод вокруг да около. Хуже только в паспортном столе.;1;yandex;ppr;neg
Татьяна;25.11.2021;Работаем недавно с ППР. Могу сказать только хорошее. Нравиться всё, личный кабинет, много заправок, менеджер, который всегда поможет, есть отсрочка. В общем мы очень довольны.;5;yandex;ppr;pos
таша с;28.11.2022;Отвратительно. Ввели систему верификааации - обязательную!!! Якобы для безопасности клиентов. По факту - видимость бурной деятельности. Неделю не могу заказать новую карту;1;yandex;ppr;neg
Екатерина Ивановна;24.07.2024;Сомнительная компания с сомнительным непрофессиональным Руководством...особенно в финансовом департаменте.;1;yandex;ppr;neg
Л;08.04.2022;В договоре прописано, что 5-го числа будут предоставлены все документы в личном кабинете, диадоке и электронной почте. По факту сегодня 8-е и документов нет. Звони, не звони ничего не решается. Все диффирамбы тут пишут, а я крайне недовольна данной организацией.;1;yandex;ppr;neg
Е;24.11.2021;Пока могу сказать только положительное про эту компанию. Возможность уходить в минус оформили быстро, когда нам это было остро необходимо. Карты получили тоже оперативно. Наличие своего консультанта большой плюс, приходится и вечером, и в выходные решать некоторые вопросы.;5;yandex;ppr;pos
Анна С.;12.10.2021;С этой компанией работаем очень давно. Все проблемные вопросы решаются быстро благодаря нашему менеджеру Хижняковой Елены. Довольны сотрудничеством с данной компанией;5;yandex;ppr;pos
Ольга Цуканова;30.11.2021;Работаем с компанией не так давно, но успели оценить все преимущества. Пользуемся мойками со скидкой, шиномонтажем, отслеживаем штрафы в Личном кабинете. Отдельное спасибо нашему менеджеру Анне. Так держать!;5;yandex;ppr;pos
А;23.11.2021;Мониторинг штрафов, командировки, мойки и шиномонтаж- это дополнительные сервисы, которые можно отслеживать,контролировать в едином очень удобном личном кабинете. Персональный менеджер Елена Х. и горячая линия всегда на связи, помогают.;5;yandex;ppr;pos
В;23.08.2022;По основному сервису все работает, но тут вздумал страховку сделать . Оплатили 22 , страховка будет с 24 . Если надо быстро это не сюда .;4;yandex;ppr;neu
Азат;13.12.2022;Раньше всё было отлично. Как вдруг стала проблематична оплата от 3х лиц. Доп соглашения готовят долго, потом обнаружили ошибку в доп соглашении и они опять отправили его на проверку. Уже неделю не можем пополнить счет.;2;yandex;ppr;neu
Денис Давыдов;03.08.2022;ППР удобный и качественный сервис. Услуги оказываются на высоком уровне! Спасибо!;5;yandex;ppr;pos
Ррр;20.09.2021;По телефону менеджер рассказывает о том, что топливо дешевле будет чем на азс. Прислали договор и карты. Изучили договор, а там самое интересное, то о чем менеджер умолчал ??. Информационный сбор 1,87%, разблокировка карт и тд. ГСМ станет золотым. В начале изучайте договор, а лучше сразу ложить трубку ));1;yandex;ppr;neu
Алексей Иванович;20.04.2023;"Сотрудничаем более 4 лет. 
Клиенториентированная компания. 
ИНН 5259033115";5;yandex;ppr;pos
Zhanna Davoyan;28.10.2021;"Стабильная работа, менеджер Анна всегда на связи
Принимают карты почти на всех азс 
Можно заправиться из машины , удобный документооборот электронный 
Стоимость топлива дороговата :(";5;yandex;ppr;pos
Андрей Бельков;27.10.2021;"Отличная компания, все договорённости соблюдены.
Сеть самая большая, и все в одной карте.
Удобное мобильное приложение.";5;yandex;ppr;pos
Сергей Н.;18.11.2022;"Не могут решить элементарный вопрос уже месяц. 
Зато рекламой засыпали. Ее они успевают рассылать и еще звонить на телефон";1;yandex;ppr;neu
Денис Б.;30.08.2022;"Отвратительная компания. В сложной ситуации нужно было внести ДС на карты от третьего лица - проблемы с их стороны. Заключить новый договор на другую компанию - проблемы... Работали с ними года 3...
Получить Акт сверки - трудности. Зато натравить коллекторов из-за непонятно откуда появившейся задолженности в 200 рублей - легко!";1;yandex;ppr;neg
Ильдар;26.10.2021;Всем привет. Работаю с данной компанией уже давно, в принципе все очень нравиться. Пробовал и другие компании но вернулся сюда). Особенно очень помогает менеджер Татьяна Кисилева, отдельное спасибо!!;5;yandex;ppr;pos
И;08.09.2021;Компания сотрудников , которые вроде есть , но как только нарисовалась проблема их нет. Никогда ничего не могут решить , операторы говорят в трубку дежурные фразы и только , реального решения не дождешься. Если есть возможность , ищите другую компанию , благо сейчас их много;1;yandex;ppr;neg
С;03.09.2023;Работаем с ппр не первый год. Нам все нравится.;5;yandex;ppr;pos
А;27.11.2021;Отличный сервис, оперативные ответы специалистов. Много дополнительных услуг. Спасибо за работу.;5;yandex;ppr;pos
Терминал М;07.08.2020;Добрый день! Была проблема по настройки Электронного документооборота между нашими компаниями, с использованием роуминга. Проблема продолжительное время не решалась и не двигалась с места, так как сложно понять причина в операторах ЭДО или в ПО на стороне ППР. Общими усилиями проблему решили. Спасибо менеджеру по работе с клиентами, после ее вмешательства проблема решилась сама собой .;4;yandex;ppr;pos
О;15.09.2022;Наценка на стоимость топлива до 10% без согласования в одностороннем порядке со скрытыми комиссиями.;1;yandex;ppr;neu
Ольга Е.;12.11.2021;Отвратительное отношение к клиентам. Уже 2 месяца не могут выполнить заявку. Заявки закрывают автоматом, без выполнения. Операторы горячей линии не компетентны.;1;yandex;ppr;neg
138253 фрундин;30.10.2023;Без предупреждений поднимают цены;1;yandex;ppr;neu
Андрей Александрович;17.02.2024;Советую не связываться;1;yandex;ppr;neu
Андрей Б.;05.04.2021;В одностороннем порядке без предупреждения поменяли тариф, топливо стало дороже в среднем на 75 копеек с одного литра от цен которые располагаются на стелле. На заявки и претензии не отвечают, постоянно тянут время.;1;yandex;ppr;neg
Анатолий Л.;03.06.2019;у вас нам нравится функциональный личный кабинет с аналитикой, большое количество азс по одной карте топливной, классные сервисы, приветливые и отзывчивые менеджеры. Рады сотрудничеству, спасибо вам!;5;yandex;ppr;pos
Виктория Стебловская;12.11.2020;Постоянные звонки с предоставлением услуг , их организации. Вежливо отказываешь, начинают звонить и опять предлагать свои карты, если не соглашаешся , просят соеденить с руководством. Вообщем своими могут порядком надоеть .;1;yandex;ppr;neg
К Андрей;05.02.2024;Не могут решить вопрос с отпиской от рассылок уже 3 месяца;1;yandex;ppr;neu
Максим;29.07.2020;"Три месяца делали типовой договор для компании.
Курьеру передавали неделю, чтобы доставил по городу.
Оплатили 6000 р на баланс первым платежом – без этого карту не получить.
Получили, активировали, заправились на 2000 р – отказ ""Превышение лимита средств"".
Не рекомендую. Ищите другие решения.";1;yandex;ppr;neg
Н;25.11.2021;Довольны отсрочкой и услугами ППР. Помощь менеджера в любых вопросах.;5;yandex;ppr;pos
Елена;05.08.2019;Все замечательно, удобный ЛК, расходы видны через секунду. Ежемесячные отчёты. Спасибо команде ППР за современные и нужные решения для бизнеса.;5;yandex;ppr;pos
"ООО ""ЭЛПРОМ""";20.04.2023;Все оперативно;5;yandex;ppr;neu
В;15.04.2021;"Заблокировали карту юр лицу в связи с тем что не понравились им
Пришло письмо им с налоговой о неблагонадежности. Как то так";1;yandex;ppr;neu
Serg;09.06.2022;Отличная компания. Интересный офис.;5;yandex;ppr;pos
Евгений Кононенков;06.06.2022;Лидер в сфере платежных решений для юридических лиц;5;yandex;ppr;neu
А;05.09.2019;Хорошая сеть покрытия, все удобно. Только нужно мобильное приложении, чтобы быстро смотреть баланс компании с телефона. Надеюсь скоро появится.;5;yandex;ppr;pos
Г;31.10.2019;"Сплошной ОБМАН !! Цена выше чем не стелле, так еще и новую комиссию влупили! (""информационные услуги"")
В итоге если цена на стелле например 47 рублей, то со всеми поборами получается почти 50 рублей !!!!
Жульё сплошное !!!";1;yandex;ppr;neg
Александр Румянцев;26.09.2022;26.09.2022 не работает карта.;1;yandex;ppr;neg
Igor M.;07.02.2020;Хороший офис, шаговая доступность от метро, вежливый и приятный персонал;5;yandex;ppr;pos
Михаил Родионов;26.10.2021;"Очень хорошое Обслуживание. 
Всем советую.";5;yandex;ppr;pos
Александр;19.05.2018;"Постоянные проблемы, худшего партнёра не встречал последние 5 лет.
Как мне сказали, карта заблокирована автоматически, так как не было средств, но после пополнения она может быть разблокирована только менеджером, который не работает после 18-00 и в субботу и воскресенье.
Отлично, заблокировали автоматически (зачем вообще это делать?), разблокируем через 2 дня и то не с утра, а как менеджер изволит.";1;yandex;ppr;neg
Александр А.;13.05.2019;Какой-то лохотрон. Обещали одно-по факту другое. Мало того, что обслуживание карты 100 руб, так еще при заправке каждых 100 литров снимают по 187 рублей. Хотя менеджер говорил что это будет скидкой 187 руб за каждые 100 литров. Не рекомендую;1;yandex;ppr;neg
An Drew;29.05.2020;Лучшая процессинговая компания на рынке топлива в России;5;yandex;ppr;pos
А;28.09.2014;"О качестве работы данной компании могу сказать следующее: пока всё хорощо - всё хорошо. То есть очень удобный личный кабинет, понятная и удобная карта поиска заправок, во время присылают бухгалтерские документы. Но если вдруг возникает какая-то проблема, требующая решения - это полный финиш: ты реально ничего не решишь, так как принимать решения никто не желает. Менеджер, курирующий твою компанию - что-то невнятно лепечет, это если ты ему конечно дозвонишься. Руководству дозвониться невозможно, но если вдруг получилось - оно тоже ничего не решит: то есть ещё один передам-с, только рангом выше. Писать письма и отправлять заявки из личного кабинета - бесполезно. В общем, какой-то феерический тримпимпец.
Практика показывает, что обычно в организациях есть какие-то люди, принимающие решения, без них компании просто не могут существовать. В московской конторе видимо мне они не попались, что ли, не может же быть чтобы их там вообще не было.
В нашем случае была следующая проблема: у нас произошло на одной из заправок списание 1300рублей, то есть карточку провели, а тётя в кассе сказала водителю что система не работает, езжай друг дальше. Он и поехал. Вот уже около 40 дней компания Петрол-Плюс разбирает эту ситуацию, от нас все бегают и что-то решать и общаться с нами не хотят. Посмотрим, что будет дальше.
Кстати, по поводу того, что топливо у них дороже чем в розницу: я разобрался как и почему. дело в том, что их менеджеры тебе всеми силами впихивают карточку Вездеход. Если ты её купил, то только в 20% заправок тебя будут заправлять по прайсу заправки, а в 80% случаях по прайсу запрпавки+наценка. Надо брать карточку Транзиткард, её менеджеры вообще не предлагают, видимо им за её продажу бонусов не платят. Сеть заправок меньше процентов на 20-25, но никаких наценок по ней нет.";2;yandex;ppr;neg
Михаил Худин;20.08.2023;Всё супер!;5;yandex;ppr;pos
Ксения Б;11.03.2020;Прекрасный офис, отличные топливные карты, профессиональные сотрудники;5;yandex;ppr;pos
Алексей;13.02.2020;Рекомендую компаниям даже с небольшим автопарком, здесь топливные карты, услуги и сервисы для юр. лиц.;5;yandex;ppr;pos
Яков Лейбман;29.11.2019;Вроде было раньше хорошо работать с ними. Теперь появились проценты и ещё что-то.;4;yandex;ppr;neu
А;24.03.2016;Постоянно идут звонки с номера (495)280-01-10. Поднимаешь трубку - играет музыка. Перезваниваешь - снимают деньги. При этом все отнекиваются, мол никто не звонил и никакой автодозвон у нас не действует. Предыдущие положительные отзывы явно оставлены заинтересованными людьми, т.к. для обычного клиента конторы, подобные этой, выглядят чистейшим ЛОХОТРОНОМ!!!;1;yandex;ppr;neg
Андрей К.;10.03.2021;Грубияны и зануды.;1;yandex;ppr;neg
Александр С.;20.08.2018;Ничего не понравилось. Наоборот закрыл договор и отказался от ихних услуг. Не рекомендую.;1;yandex;ppr;neg
А;04.02.2013;"Никогда не являлся клиентом компании как физ. лицо и не работал в фирмах, которые бы являлись клиентами также. Мой номер телефона попал неизвестным образом в списки рассылки СМС. Приходило до 18 смс в день с настойчивой просьбой пополнить мою несуществующую топливную карту на какую-то сумму.
В течение полугода пытался решить вопрос. Многократно звонил, но никакого результата. Дозваниваешься и начинается ""футбол"" - горячая линия переключает на секретариат, секретариат переключает на тех. отдел, тех. отдел переключает на горячую линию и так до бесконечности.";1;yandex;ppr;neg
beerdrinker;17.05.2018;Один раз настроил всё и работай!;5;yandex;ppr;neu
Евгения Кохтанова;09.06.2025;Мы юридическое лицо, работаем с ППР уже много лет, начали сначала только по топливу, потом постепенно добавили другие функции: мониторинг штрафов, парковки, мойка, продлеваем полисы ОСАГО, все очень удобно, работаешь по многим направлениям с одной организацией и счет один. Особенно хочу отметить оперативность с которой решаются вопросы. Спасибо за плодотворное сотрудничество, продолжаем работать дальше!;5;2gis;ppr;pos
Алексей Шубин;07.06.2025;Спасибо Вам, реально облегчели работу с автопарком и учет по топливу легко везти и немаловажный аспект цены на топливо стали дешевле??;5;2gis;ppr;pos
Ирина Ковалёва;06.06.2025;Приятно сотрудничать , все вопросы решают быстро, документы вовремя. Работаем вместе уже пол года , используем карты и транспондер . Устраивает все!;5;2gis;ppr;pos
Слава Загуменнов;06.06.2025;Много лет работаю, сервисов все больше, страховка лизинг итд. Рекомендую знакомым. Удобное приложение в телефоне. Как и со сотрудникам так и мне как директору.;5;2gis;ppr;pos
Ксения Валавина;03.06.2025;Всегда очень внимательные сотрудники, стараются помочь.;5;2gis;ppr;pos
Владимир Гейдт;31.05.2025;Все нравится, поддержа хорошая;5;2gis;ppr;pos
Тимур Бикмурзин;15.05.2025;Не рекомендую, могут сказать, что не дозвонились и по этой причине не привезти колёса, а в твоей детализации нет входящих, но на склад предлагают ехать тебе.;1;2gis;ppr;neg
Александр Федяев;31.01.2025;Ужасно агресивные способы, постоянные звонки с предложением каких-то услуг;1;2gis;ppr;neg
Альбина Ахмерова;28.01.2025;Работали с ППР не один год, но очень сильно были разочарованы в обслуживании персоналом колл центра и курирующего менеджера. Совсем не клиентоориентированная организация. Каждый сотрудник обещает разобраться в возникшей ситуации, но результата ноль. Постоянные звонки и общение к положительным результатам на привело. Уже пару лет работаем с другими операторами. Проще договориться с искусственным интеллектом, чем с сотрудниками ППР.;1;2gis;ppr;neg
Татьяна Новикова;24.12.2024;"Добрый день!
По совету знакомых, обратились в ППР по вопросу приобретения топливных карт на предприятие.
По факту обращения мне был выделен персональный менеджер, очень компетентный и внимательный сотрудник - Екатерина Андрейченко.
Мне всё рассказали, всё объяснили и помогли решить возникшие вопросы.
Очень хорошо, когда в компании есть такие специалисты, с которыми очень комфортно работать!
В настоящее время к работе компании нареканий нет, а Екатерине огромное спасибо лично!";5;2gis;ppr;pos
Tatyana Benko;07.11.2024;Очень неповоротливая компания. Если у вас какая то возникла проблема, то недозвониться, недописаться туда НЕВОЗМОЖНО. БЕЗОБРАЗНОЕ отношение к клиентам. А цены в процессе работы НЕ СООТВЕТСТВУЮТ тем что были заявлены на стадии заелючения договора. Наша компания меняла эцп на фирме и оплатила с другой компании на карты. Так нас просто продинамили ДВА дня в обработке платежа. У нас дикие простои спецтехники и убытки. Но ЭТО КОМПАНИИ ВСЕ РАВНО ЧТО у вас проблемы. Нам просто робот отвечает и робот отписывпнт что их ВЕЛИЧЕСТВО ОПЕРПТОРЫ ЗАНЯТЫ и ждите своей очереди. БУДЕМ ТОЖЕ УХОДИТЬ ОТ НИХ;1;2gis;ppr;neg
Andrey Bykov;17.10.2024;Обходите эту компанию стороной, внимательно читайте условия договора и смотрите на цены за топливо за которое Вы платите, Вас завлекаются скидками на топливо (от рубля от столба), по факту вы за топливо будете переплачивать 2-3 рубля, либо платить процент от заправки в виде обслуживания. Работали 5 лет, но оказывается последние полгода нам по тихой сменили условия. Отказались от обслуживания и перешли работать по картам напрямую с производителями и оператором, что заправлЯет через приложение Заправки.;1;2gis;ppr;neg
Алексей Науменко;15.02.2024;ППР - компания которая на протяжении продолжительного времени не перестает удивлять своим профессионализмом ответственностью и оперативностью сотрудников, и главное - большим объёмом сервисных возможностей, что в корне отличает её от других. Каждый запрос решался быстро и качественно, а результат порой превосходит все ожидания. А большое разнообразие дополнительных сервисов экономит время и деньги. Эта компания стала для меня надежным партнером.;5;2gis;ppr;pos
Иван Иванов;13.02.2024;Работаем с компанией уже 3 года. В сотрудничестве все устраивает, широкая сеть заправок, всегда есть альтернатива АЗС. Пользуемся мобильным приложение, водители довольны, можно заправляться без карты. Пользуемся мойками тоже большая сеть, подключили услугу штрафы ( поступают все штрафы и есть возможности оплаты через ППР) Рекомендую 100 процентов.;5;2gis;ppr;pos
Anastasiya S;13.02.2024;С ППР работаем не один год, все устраивает. Сотрудники быстро реагируют, если возникают какие-то вопросы. Начали использовать мониторинг штрафов прямо в личном кабинете - отличный сервис! Спасибо нашему менеджеру Ольге за помощь в настройках.;5;2gis;ppr;pos
Александр Савченко;17.01.2024;Прежде чем заключать договор подумайте!!!! это касается тех кто работает с НДС. проблемы с Документами начнутся целую неделю жду пока исправят УПД это просто ужас работать не хотят.;1;2gis;ppr;neg
Яков Синицин;04.08.2022;нужно расторгнуть договор с данной организацией, перед отправкой заявки на расторжении мне сообщили , что срок расторжения договора 1 рабочий день, заявка направлена 28.07.2022 в 08:36,  а на сегодня  04.09.2022 сообщают, что  соглашение о расторжении будет подготовлено и направлено 14.09.2022 , если кто-то то планирует принимать решение о работе данной организации рекомендую прочитать  их порядок расторжения договора и возврата предоплаты.;1;2gis;ppr;neg
olgasergeevnanikolaeva;11.12.2021;"Пользуемся картами недавно, второй месяц сотрудничаем. В целом мы очень довольны. Ранее работали с другой компанией, в сравнении, качество обслуживания в ППР значительно лучше - личный кабинет и мобильное приложение максимально удобны, платежи поступают в течение часа, на наши вопросы реагируют быстро.
Столкнулись с тем, что на АСЗ с нашей карты списали лишние литры, мы обратились к нашему персональному менеджеру и уже на следующий день нам вернули наши деньги обратно. Это восторг!";5;2gis;ppr;pos
Компания «Луч»;10.12.2021;Отличная компания и отличный сервис! Из плюсов - платежи поступают быстро, Личный кабинет удобен для руководителя, а Мобильное приложение для водителей. Всегда видят остаток лимита на своей карте и доступные заправки по маршруту. Ещё один плюс - отсрочка бесплатная. Из минусов для нас - наличие сервисного сбора, но всё-таки за сервис нужно платить, поэтому принимаем это адекватно. Особенная благодарность за работу нашему менеджеру Олесе Третьяковой. С уважением, компания «Луч»;5;2gis;ppr;pos
istokbeslan;09.12.2021;"Самая надежная компания. Мы в восторге. Отлаженная работа, все очень четко. Принимают на всех заправках по всей стране. Перешли с другой компании примерно полгода назад. Одно удовольствие. Огромное спасибо руководителю этой организации за такую слаженность и атмосферу. Отдельное спасибо Акуловой Светлане, нашему менеджеру, очень внимательному и замечательному.

С уважением,
Инга - помощник руководителя АО ""ИСТОК"", г. Беслан, Северная Осетия-Алания Республика.";5;2gis;ppr;pos
Дмитрий Иванов;01.12.2021;Работаем с вами по нескольким компаниям. Всё вовремя, и отчётность, и поступление средств на счёт. Всё больше и больше новых услуг, которые помогают нам в работе. Карты полностью устраивают.;5;2gis;ppr;pos
Альбина Праздникова;30.11.2021;Широкий выбор услуг помогает в работе! Рады сотрудничеству с Вами и очень довольны работой персонального менеджера.;5;2gis;ppr;pos
dk_matveeva;29.11.2021;Благодарю за сотрудничество, ДОВЕРИЕ и помощь в работе. Отдельное спасибо нашему менеджеру Ибрагимовой Елене за отзывчивость,вежливость оперативное решение любых возникающих вопросов.;5;2gis;ppr;pos
zalinatez66;29.11.2021;Работаем с компанией более года, сервис на высшем уровне! Большой выбор АЗС, удобное мобильное приложение, обслуживание 24/7. персональный менеджер Аза всегда на связи, беспроцентный кредит, быстрое зачисление даже на выходных. Выражаю свою благодарность сотрудникам ППР. С компанией приятно работать! Рекомендую!;5;2gis;ppr;pos
dorozhnikoren56;29.11.2021;"Современная компания, большой список заправок, сотрудничеством пока довольны. 
Выбрали ее из-за быстрого поступления денег на карты, и бесплатного кредита. Спасибо";5;2gis;ppr;pos
Alana Dzadza;29.11.2021;Спасибо большое вашей компании за отличную работу.за большой перечень оказываемых услуг, за то что компания не стоит на месте ,с каждым днем появляются новые высоко качественные сферы услуг!отдельное спасибо хотим выразить Азе, за ее отзывчивость, грамотный,высоко квалифицированный подход к работе, и каждому клиенту!Большое Вам спасибо!;5;2gis;ppr;pos
natalyatroyanova151;29.11.2021;Работаем больше года, зачисление денег на баланс быстрое, есть возможность подключить овердрафт, сети АЗС достаточно, управление картами в режиме онлайн, так же можно пользоваться мойками и парковками. Ждем запуска оплаты платных дорог. Спасибо, что развиваетесь.;5;2gis;ppr;pos
nastyaborodulya250794;28.11.2021;Все что нужно для контроля расходов на транспорт вы найдете у компании ППР: Личный кабинет с полным управлением картами и услугами, все в онлайн, самая широкая сеть, отчеты любой конфигурации, персональный менеджер. Рекомендую;5;2gis;ppr;pos
ngalina6698;28.11.2021;Спасибо за то, что не стоите на месте и постоянно развиваетесь: мойки, штрафы, парковки, командировки!!! Все это позволяет и нам совершенствоваться вместе с вами. Любой отчет по запросу, полный контроль и управление картами в личном кабинете, быстрое зачисление денег на баланс. Все просто отлично! Спасибо.;5;2gis;ppr;pos
Александра Полякова;27.11.2021;Хочу поблагодарить ППР за сотрудничество и помощь в любых вопросах! Особая благодарность менеджеру Ольге за профессионализм и клиентоориентированность.;5;2gis;ppr;pos
Елена Евтихова;27.11.2021;Хорошо, что можно заправиться по их картам практически на любой АЗС.Предоставляют беспроцентную отсрочку, что очень выручает.Очень компетентные сотрудники, которые всегда готовы помочь .Работать с ними одно удовольствие!;5;2gis;ppr;pos
